"beta","kappa","gamma","mu","S0","E0","I0","R0","obj_fn"
0.438067644102079,0.615317208992442,0.167471375918058,0.0471224824843541,0.999999463010742,3.17279142905667e-07,3.08362683856609e-07,9.71958074507852e-07,118.401895756258
2.25132962987235,0.180235514284646,0.877200993968049,0.242247624834389,0.999954576047832,6.80317514628775e-07,3.89582764540539e-09,2.47787184851282e-07,118.387746876143
0.0758371961649036,0.228218237104309,1.91113905461624e-07,0.00587441304941742,0.999900272665693,1.70928795296556e-05,4.62681051928747e-05,5.73059661334299e-11,284.139210694605
0.238065545535487,0.0767480439062229,1.90341392980671e-07,0.021367746460767,0.999999999999751,1.08726921489375e-05,3.51879318314267e-06,5.58371247626406e-07,181.588621419341
0.110441063342529,0.821659795964855,0.536177599521694,0.206716174427987,0.999999723623467,7.52260223295447e-08,7.78760460379648e-08,7.43442857399953e-11,562.009798286377
1.33298730418298,0.0670501851327873,0.326050345891498,0.131915661456867,0.999999999998991,1.81461469589703e-06,2.55139644943057e-06,0.00997171191871632,169.661428011296
0.378744285027315,0.730370916574779,0.692510792503117,0.680137292901776,0.999999723706597,7.50458091801846e-08,7.77923987733478e-08,7.86426377341387e-11,562.010160872087
0.87519439873634,0.750605502528215,0.500688772038964,0.0940984296605857,0.999999713906163,2.1797995476096e-07,1.76069960796374e-07,6.02388743244226e-07,118.395309288511
0.148385888480949,0.947768674671137,0.581627475324846,0.837020279904293,0.999999723647885,7.51336187160861e-08,7.7856812326577e-08,2.33656604081101e-10,562.01018968108
0.11332616766518,0.084889297603202,1.11264653238228e-07,0.00957267519390934,0.999972183850565,3.84734909205556e-05,2.22028349689814e-05,8.88027498031947e-12,272.544346715205
0.431329899985713,0.976605197086179,1.01968039814607,0.617897990609197,0.999999723556286,7.51999973704628e-08,7.79358120561633e-08,5.00246558131248e-10,562.009978628609
1.63771862367204,0.146261132026758,0.622569615162173,0.165500464876434,0.99999999999996,1.5986193043846e-06,2.67575213880677e-07,0.00339337007593573,130.449260527886
1.04771803803242,1.1398405938719,0.67311360425764,0.116475645097862,0.999999841068835,2.74822295779584e-08,2.60054906293217e-07,3.84994821323248e-06,117.953462822161
2.75615435162249,0.037813225587198,0.624170979843834,0.260775118627473,0.999985644131963,2.30145145153608e-05,2.35472518129412e-12,0.00979471284338485,230.556468531518
0.574282160931433,0.113594779351626,0.109088195746152,0.0599283480910591,0.999999438968074,1.84264897927171e-06,9.0670362399389e-07,1.67654356920428e-12,133.208380405345
0.231629725848861,0.186513079441113,3.09705214808905e-06,0.0235714058013763,0.999999723119289,3.09371477273679e-12,2.68242048619117e-06,0.0009284263292042,130.370783742932
0.186669291957441,0.767721954631241,0.460471930403796,0.520021705901565,0.999999723520992,7.52657685170067e-08,7.79781020785144e-08,3.92651474059017e-11,562.010131901032
0.623304164838158,0.95751780825504,0.647508556122166,0.785251398084688,0.999999723611443,7.51777559245549e-08,7.78836951492843e-08,3.45949678291788e-10,562.010357971802
0.810682421362902,0.825811291981764,0.498655840656521,0.0823062119663063,0.999997466864613,8.48007316400901e-07,2.29458677936622e-12,1.51368769743429e-05,124.995076880221
1.17771620492776,0.098930505540151,0.525242554561044,0.1048122651119,0.999999999990662,2.63484250713119e-06,9.43794336319646e-06,0.00859475368894216,246.164564277309
0.159528687173966,0.288794090392483,6.43047475991173e-07,0.0158311593380196,0.999997918253186,1.67478224332087e-12,6.25003952825572e-06,0.000138451713864396,153.984326423119
0.413302078596464,0.806947994353369,0.16579942048711,0.0444292263738731,0.999999314279783,3.2370949654499e-07,3.1117255012938e-07,8.97929850695243e-07,118.394932070257
0.221754915447753,0.0928045633977783,2.34882326812662e-09,0.0201926821237865,0.999999999982081,5.35178028403229e-06,5.41343036903878e-06,0.00494669301950986,176.253447101892
1.00123139575609,0.101020309105193,0.156663983238139,0.108012573895296,0.999999533695243,2.91638247293929e-07,2.48715179196357e-07,7.91521129765447e-07,118.723471578366
0.79432276970671,0.00727948240393271,1.5775402096393e-07,0.0139694002444703,0.999956523454552,7.17445068378923e-05,5.44259001278206e-12,0.00997139832457928,252.764966170372
0.0823154883947212,0.0853817244353827,1.19771485413712e-07,0.00575477186919883,0.999956933379656,7.16959469084605e-05,3.41772621746448e-05,3.45339070281296e-11,307.170340687338
0.0117201886892164,0.636787632455496,0.695579501981547,0.808087034422813,0.999999723326232,7.5439009471442e-08,7.81557845968496e-08,1.77894703176643e-09,562.010499689454
0.71457029306838,0.00534664311587897,2.80643138997698e-07,4.25589811750602e-05,0.999739099326536,0.000108835442189565,1.55486271331106e-11,2.30945220986193e-05,271.266678558881
0.597917846021746,1.13242735802479,0.326399481401618,0.0638525769443161,0.999999578869419,2.07504791172785e-07,2.31964149647771e-07,1.76356366858995e-07,117.91040872552
0.279861823351461,0.158109101813229,1.22345934084309e-08,0.0292671950582628,0.999999485524862,4.09994414305337e-11,1.73218311726287e-06,2.83223028873112e-06,123.305574565276
0.136641897487529,0.224925865253178,3.4431555887205e-08,0.0126554423119961,0.99990205394995,1.1617688983189e-11,1.30394944383754e-05,0.000278620451711542,189.355866519065
0.28653843981967,0.382579708007789,0.618687892372421,0.000536339415117543,0.999999723222856,7.55724974786659e-08,7.83446305694945e-08,2.3597534883019e-09,562.007082851181
0.756690268546905,0.0720877190122208,0.120367112107383,0.0755338698789487,0.999997155631075,2.73688300046532e-06,1.12529715636606e-06,4.01835490968354e-11,144.412501575948
0.766972479024006,0.590136835974615,0.394558466248841,0.0825118987087191,0.999999493689755,2.41469639165601e-07,2.29052417530268e-07,6.29123788879262e-07,118.390668376077
1.21606206062218,0.251265964441121,0.501904731099088,0.13098746839299,0.99999935328377,2.57213578749253e-07,2.4287556087382e-07,8.18524054746306e-07,118.421769551667
0.222128682421423,0.212314182400529,2.73218304343418e-06,0.0226389149046031,0.999978567461689,6.42777072904612e-12,2.59780881587553e-06,0.000201167531063798,129.002921694635
0.37438063847573,0.62701788840545,0.600410151900915,0.69337498728181,0.999999723010307,7.57822052398744e-08,7.8493365560878e-08,3.07363972581022e-09,562.010239507378
1.41350958137232,0.0538310323139189,0.0958181006796089,0.152031679530662,0.999999492823386,4.5530009845214e-07,2.46963418665364e-07,0.00607567977904393,118.42775800778
0.643544877368039,0.307126345089103,0.240040024279618,0.0683499925926562,0.999999999999103,5.10078669863468e-07,3.0321355736501e-07,4.31505372044334e-06,118.83069649484
1.25168254975401,0.139530657222502,0.426643763612156,0.130559100537074,0.99999999999928,8.38377994948126e-07,7.42860170392256e-07,1.47194118347868e-05,129.659099405041
0.199038183460771,0.01958976287708,2.37809824761462e-08,0.0105916819557029,0.999999846634297,0.000108567665410238,1.26652513831626e-05,2.89635731785771e-11,302.325832836211
0.650714402321874,0.184166982401645,0.156472503194431,0.0699713702175454,0.999999659830189,6.61904106748922e-07,2.02447989086901e-07,8.09281169491016e-06,118.401750049001
0.221590643583847,0.768469447810476,0.990409070963729,0.521315787161725,0.999999721980419,7.68961524366918e-08,7.93705020370811e-08,6.94814785068112e-09,562.009930946683
0.401822831345979,0.855127636019935,0.598176938734978,0.657582036263549,0.999999723633639,7.51218137111942e-08,7.78647410418514e-08,3.91069098702096e-10,562.010084413571
1.32758233943148,0.0832994010989439,0.207450717676243,0.142781117279062,0.999999574365642,1.31342496723287e-07,3.73609583561604e-07,0.0087338312142473,118.435773144812
0.089632384684312,0.0362301580767741,1.57846858553614e-07,0.00579717832180378,0.999999999246638,0.000160092097787105,3.23739552253675e-05,0.000678189697588225,330.729638557394
0.242899196686959,0.932498729338975,0.141263062337139,0.794062313185168,0.999999723667139,7.51398302519718e-08,7.77894078161286e-08,5.48760090926637e-10,562.010819198902
1.31700760409622,0.11993197519924,0.395307540156909,0.138943387816982,0.999996515399539,2.16058592259254e-06,1.72288265046835e-12,0.00959157002442242,127.351687189165
